Wind measures in the laborator coordinates at Time 15:51:48 Date 07/04/07
Analog inputs =  3
NOT A NUMBER = 99.99
number of rows = 302400

  2.90   2.40  -0.57 345.54   138   99  529
  3.35   1.78  -0.09 345.54   138   99  529
  3.13   1.74   0.06 345.54   136   99  529
  1.74   2.80  -0.66 345.66   136   99  529
  2.67   3.46  -1.26 345.56   141  100  229
  3.51   4.37  -1.51 345.48   141  100  229
  4.59   3.45  -1.20 345.58   136   99  829
  4.64   2.59  -0.50 345.52   139   99  829
  4.62   3.79  -1.46 345.44   139   99  829
  5.05   4.36  -0.89 345.58   137  100  229
  4.76   3.95  -0.25 345.50   137  100  229
  4.63   3.17  -0.41 345.46   134   99  929
  4.62   2.56  -0.62 345.52   134   99  929
  4.88   3.07  -1.12 345.52   134   99  929
  4.75   3.16  -1.13 345.40   136   99  929
  5.43   3.19  -1.51 345.50   136   99  829
  5.78   3.19  -1.33 345.50   138   99  829
  5.68   3.45  -1.13 345.60   138   99  829
  5.59   3.50  -1.30 345.62   134   99  529
  6.42   3.54  -0.13 345.50   134   99  529
  6.55   4.17  -0.06 345.46   139  100   29
  6.45   3.84   0.08 345.58   141  100   29
  6.17   3.62  -0.10 345.54   141   99  829
  6.12   3.49   0.01 345.50   137  100  429
  5.70   3.29  -0.78 345.62   137  100  429
  5.86   2.41   0.57 345.52   137  100   29
  3.87   1.66   1.55 345.58   137  100   29
  3.46   1.42   2.27 345.64   138  100   29
  3.41   0.33   2.25 345.60   136  100   29
  2.76  -0.18   2.60 345.54   136  100   29
  2.28   1.60   1.60 345.68   138   99  729
  2.72   1.85   1.30 345.62   138   99  729
  2.58   2.01   0.93 345.66   134   99  729
  2.99   2.55  -0.02 345.64   134   99  729
  3.06   2.97  -0.30 345.70   139  100   29
  4.39   3.70  -0.53 345.60   138  100   29
  4.52   3.49  -0.46 345.60   138   99  529
  4.09   3.62  -0.43 345.58   137  100   29
  4.26   3.10  -0.50 345.54   137  100   29
  2.46   2.80  -0.23 345.64   136   99  829
  2.46   2.63   0.07 345.66   136   99  829
  3.44   3.23  -0.66 345.58   139  100  429
  3.86   2.27   0.04 345.44   141  100  429
  4.23   2.43   0.26 345.50   141  100  229
  4.00   2.27   0.00 345.48   136  100   29
  4.06   2.45  -0.16 345.46   136  100   29
  3.65   2.38  -0.27 345.54   141  100  429
  3.64   2.14  -0.13 345.48   141  100  429
  3.73   2.16   0.10 345.52   134  100   29
  3.62   2.10   0.40 345.42   136  100   29
  3.42   2.12   0.33 345.52   136  100   29
  3.84   2.15   0.32 345.52   138   99  829
  3.58   2.19   0.48 345.56   138   99  829
  3.81   2.37   0.18 345.50   137  100  229
  4.08   2.69   0.40 345.56   137  100  229
  4.22   2.34   0.71 345.58   138   99  729
  3.88   2.45   0.41 345.58   134   99  729
  3.56   2.17   0.40 345.60   134   99  829
  3.70   1.90   0.50 345.56   137  100  229
  4.55   1.75   0.90 345.60   137  100  229
  3.28   0.69   1.53 345.60   136   99  729
  2.29   0.44   1.68 345.62   136   99  729
  1.50   1.50   1.19 345.70   138   99  729
  1.86   1.84   1.42 345.74   136   99  729
  1.85   1.85   1.04 345.74   136  100  429
  2.08   1.61   0.84 345.74   139  100   29
  1.52   0.84   1.46 345.74   139  100   29
  1.94   1.35   1.39 345.74   141  100  429
  2.73   0.97   1.85 345.76   141  100  429
  2.91   1.80   0.86 345.72   139  100  429
  3.60   1.55   1.16 345.66   137  100  429
  4.11   2.05   1.17 345.60   137   99  829
  3.71   1.49   1.65 345.58   132   99  729
  3.62   0.72   2.31 345.58   132   99  729
  2.29   2.88  -0.01 345.72   136  100  429
  1.43   3.44  -1.01 345.74   136  100  429
  1.33   2.71  -0.18 345.70   138  100   29
  1.21   2.02   0.72 345.70   136  100   29
  1.32   1.25   2.04 345.50   136  100  329
  0.99   1.69   1.65 345.48   138  100   29
  0.30   1.54   1.66 345.46   138  100   29
 -0.14   0.95   1.89 345.50   139   99  829
 -0.23   1.03   1.52 345.48   139   99  829
 -0.54   1.12   1.79 345.48   136   99  729
 -0.63   1.13   1.94 345.40   138   99  729
 -0.06   1.29   1.92 345.44   138  100   29
